Winner,moveCount,ML,BiC,wiC,Bw,Ww,numG
Black,47,"[1, 7, 0, 5, 2, 1, 2, 3, 6, 6, 6, 5, 5, 1, 5, 2, 0, 5, 1, 3, 3, 1, 3, 3, 6, 7, 7, 5, 6, 1, 6, 2, 1, 3, 3, 2, 4, 0, 3, 1, 3, 2, 4, 4, 5, 0, 7, 2, 1, 6, 1, 5, 5, 2, 5, 3, 7, 7, 6, 7, 3, 0, 2, 1, 5, 6, 6, 5, 6, 2, 5, 3, 6, 7, 7, 7, 7, 2, 5, 0, 0, 6, 1, 5, 3, 3, 3, 4, 4, 4, 2, 5, 2, 1, 2, 2, 7, 6, 7, 4, 2, 2, 1, 3, 7, 7, 6, 7, 1, 3, 0, 4, 4, 6, 4, 5, 3, 4, 3, 5, 2, 5, 1, 3, 3, 1, 3, 0, 3, 6, 4, 5, 0, 4, 6, 4, 1, 3, 3, 2, 1, 0, 2, 2, 7, 4, 7, 3, 4, 1, 3, 2, 0, 7, 0, 3, 3, 2, 2, 3, 3, 7, 5, 5, 2, 3, 2, 4, 2, 7, 3, 6, 6, 4, 7, 3, 4, 7, 5, 6, 2, 4, 3, 5, 5, 5, 5, 3, 7, 3, 4, 0, 5, 3, 6, 4, 3, 0, 2, 1, 7, 5, 6, 3, 3, 5, 2, 6, 6, 7, 7, 7, 5, 0, 0, 5, 5, 7, 3, 5, 1, 1, 2, 2, 6, 4, 3, 4, 6, 0, 4, 1, 0, 3, 5, 3, 2, 1, 1, 0, 3, 4, 1, 2, 0, 1, 1, 2, 6, 3, 4, 2, 0, 5, 1, 4, 3, 6, 1, 4, 2, 6, 2, 7, 4, 2, 5, 4, 2, 7, 2, 4, 3, 5, 2, 6, 4, 1, 6, 0, 7, 7, 7, 5, 2, 4, 3, 4, 5, 3, 5, 2, 2, 2, 2, 3, 5, 4, 6, 6, 0, 0, 0, 1, 5, 2, 2, 2, 3, 4, 4, 3, 1, 4, 0, 3, 4, 0, 5, 0, 5, 6, 4, 6, 4, 3, 6, 3, 4, 5, 4, 4, 6, 3, 3, 3, 2, 2, 4, 2, 5, 0, 6, 1, 4, 6, 5, 5, 3, 3, 3, 7, 5, 5, 4, 5, 6, 1, 6, 4, 4, 4, 4, 3, 0, 1, 0, 0, 7, 5, 7, 4, 3, 7, 3, 4]",230,210,30,28,2098
Black,30,"[0, 6, 0, 5, 3, 1, 3, 2, 2, 6, 2, 4, 1, 0, 0, 2, 3, 7, 2, 6, 5, 1, 5, 3, 5, 6, 5, 4, 6, 0, 5, 2, 2, 6, 0, 4, 2, 1, 2, 2, 0, 4, 0, 2, 2, 2, 2, 3, 0, 2, 2, 2, 1, 1, 2, 2, 6, 7, 7, 5, 5, 2, 6, 4, 6, 6, 7, 5, 0, 1, 0, 2, 7, 5, 7, 4, 2, 0, 4, 2, 7, 7, 6, 7, 7, 1, 7, 3, 1, 7, 2, 5, 3, 2, 2, 3, 6, 7, 6, 4, 4, 0, 3, 1, 3, 6, 3, 4, 3, 1, 2, 0, 0, 5, 0, 4, 3, 0, 3, 1, 6, 4, 6, 3, 2, 0, 1, 0, 0, 7, 0, 6, 3, 1, 4, 0, 0, 6, 0, 7, 0, 0, 0, 1, 0, 7, 1, 7, 0, 1, 2, 1, 5, 4, 6, 3, 4, 0, 2, 0, 2, 5, 3, 7, 5, 3, 5, 4, 3, 4, 2, 3, 5, 4, 5, 5, 4, 7, 3, 6, 2, 1, 3, 1, 3, 6, 2, 6, 3, 1, 3, 4, 2, 3, 7, 2, 1, 0, 0, 0, 2, 4, 2, 3, 6, 1, 7, 2, 7, 6, 7, 5, 3, 4, 3, 1, 4, 6, 5, 5, 2, 0, 1, 0, 7, 4, 7, 3, 3, 1, 3, 7, 2, 6, 2, 5, 1, 0, 1, 5]",11,11,31,28,2204
Black,46,"[3, 6, 3, 4, 2, 1, 2, 2, 5, 6, 5, 4, 5, 1, 5, 3, 0, 6, 0, 4, 1, 1, 1, 2, 1, 7, 0, 5, 7, 1, 7, 3, 7, 6, 7, 4, 4, 1, 4, 2, 4, 6, 4, 4, 3, 1, 3, 3, 4, 4, 5, 3, 0, 1, 1, 2, 5, 7, 0, 2, 7, 0, 7, 1, 0, 2, 2, 4, 3, 0, 2, 1, 2, 4, 1, 3, 2, 1, 0, 1, 3, 7, 5, 5, 0, 1, 4, 1, 5, 5, 2, 5, 4, 1, 1, 1, 0, 7, 0, 6, 0, 0, 0, 3, 2, 5, 2, 3, 6, 0, 5, 2, 1, 3, 0, 2, 1, 2, 2, 3, 4, 7, 5, 6, 2, 3, 3, 4, 5, 3, 7, 2, 1, 1, 0, 1, 6, 6, 6, 4, 0, 1, 0, 0, 0, 6, 0, 7, 0, 0, 1, 1, 0, 2, 1, 3, 1, 1, 1, 2, 6, 7, 4, 6, 6, 1, 5, 2, 1, 3, 3, 5, 4, 0, 3, 0, 2, 7, 4, 5, 7, 1, 5, 1, 3, 5, 7, 1, 3, 4, 7, 5, 5, 4, 5, 3, 0, 3, 0, 1, 5, 6, 5, 7, 5, 0, 0, 5, 1, 6, 1, 5, 0, 1, 0, 4, 1, 5, 0, 4, 4, 2, 5, 3, 4, 6, 3, 4, 5, 3, 6, 4, 5, 7, 4, 7, 1, 2, 2, 3, 2, 6, 2, 5, 5, 1, 1, 1, 4, 7, 5, 6, 3, 0, 2, 1, 2, 5, 2, 4, 2, 2, 3, 3, 7, 1, 6, 0, 0, 5, 2, 7, 7, 7, 3, 7, 2, 3, 0, 5, 3, 4, 2, 6, 1, 0, 3, 1, 2, 6, 0, 5, 1, 1, 1, 6, 5, 6, 6, 7, 2, 1, 1, 1, 4, 5, 6, 3, 6, 4, 6, 5, 7, 2, 7, 1, 3, 1, 4, 3, 3, 7, 3, 3, 4, 3, 5, 5, 6, 7, 5, 7, 1, 6, 7, 6, 3, 3, 0, 3, 2, 7, 5, 4, 6, 3, 5, 4, 6, 5, 6, 6, 0, 3, 1, 3, 1, 1, 0, 2, 5, 4, 7, 2, 6, 6, 6, 7]",145,191,32,28,2266
White,45,"[1, 6, 1, 5, 5, 1, 5, 3, 7, 6, 7, 4, 1, 1, 1, 3, 0, 6, 0, 4, 0, 1, 0, 2, 1, 5, 1, 4, 0, 2, 0, 3, 5, 6, 5, 4, 0, 3, 1, 4, 0, 4, 1, 3, 1, 4, 5, 5, 0, 7, 0, 0, 2, 0, 1, 1, 0, 0, 0, 5, 5, 5, 5, 6, 0, 5, 0, 7, 5, 6, 6, 7, 7, 7, 6, 7, 1, 0, 2, 2, 7, 4, 7, 3, 2, 2, 0, 1, 6, 6, 6, 4, 4, 0, 5, 1, 6, 7, 6, 6, 1, 1, 0, 0, 4, 7, 5, 6, 0, 0, 3, 3, 1, 3, 1, 2, 3, 3, 0, 6, 2, 6, 2, 5, 2, 1, 1, 2, 3, 7, 0, 4, 6, 1, 6, 3, 0, 4, 1, 4, 6, 0, 5, 2, 5, 6, 4, 5, 4, 1, 4, 2, 3, 6, 3, 4, 5, 2, 4, 4, 1, 4, 1, 6, 5, 3, 4, 4, 1, 6, 0, 6, 5, 1, 5, 2, 0, 6, 0, 4, 5, 0, 0, 5, 2, 7, 1, 6, 0, 5, 3, 2, 0, 4, 1, 4, 3, 0, 2, 0, 1, 4, 0, 5, 3, 1, 3, 3, 6, 6, 7, 6, 3, 2, 7, 6, 1, 6, 2, 7, 2, 0, 3, 0, 0, 5, 1, 5, 3, 0, 2, 1, 1, 5, 1, 6, 2, 1, 4, 1, 7, 3, 7, 2, 7, 6, 1, 0, 4, 5, 3, 5, 5, 2, 6, 2, 3, 5, 2, 6, 1, 0, 6, 5, 2, 7, 3, 6, 4, 1, 1, 4, 1, 6, 2, 7, 6, 2, 5, 2, 3, 6, 6, 3, 5, 2, 5, 3, 2, 7, 1, 6, 6, 5, 7, 4, 2, 6, 3, 5, 5, 3, 6, 2, 0, 7, 0, 1, 7, 0, 5, 0, 2, 5, 1, 4, 5, 0, 5, 7, 0, 1, 0, 0, 5, 7, 7, 7, 6, 3, 4, 1, 6, 2, 6, 1, 3, 5, 2, 6, 7, 4, 5, 2, 4, 1, 3, 0, 6, 1, 7, 0, 3, 0, 5, 2]",73,61,32,29,2432
White,22,"[6, 6, 6, 5, 5, 1, 5, 2, 5, 6, 5, 5, 4, 0, 5, 1, 0, 6, 0, 5, 1, 0, 2, 2, 7, 6, 7, 5, 0, 1, 0, 3, 4, 7, 5, 6, 6, 1, 6, 2, 7, 7, 7, 6, 2, 2, 3, 4, 5, 5, 5, 4, 5, 1, 4, 2, 5, 6, 4, 5, 7, 1, 6, 2, 6, 5, 6, 4, 3, 4, 1, 5, 5, 4, 5, 3, 4, 1, 5, 2, 7, 5, 6, 4, 4, 2, 4, 3, 3, 7, 4, 7, 3, 1, 3, 3, 6, 7, 7, 5, 2, 1, 2, 2, 4, 5, 5, 5, 2, 2, 2, 3, 7, 5, 6, 7, 7, 0, 7, 6, 1, 6, 1, 4, 7, 6, 7, 2, 6, 7, 7, 5, 2, 0, 4, 2, 5, 3, 0, 2, 2, 3, 2, 4, 4, 7, 5, 6, 3, 0, 0, 3, 5, 7, 6, 6, 1, 5, 3, 6, 5, 5, 6, 5, 0, 0, 2, 0, 5, 6, 5, 4]",4,1,32,30,2501
Black,15,"[5, 6, 5, 5, 0, 1, 0, 2, 4, 7, 5, 6, 4, 1, 4, 3, 1, 6, 1, 4, 5, 1, 5, 3, 3, 6, 3, 4, 1, 1, 0, 2, 5, 6, 4, 7, 3, 0, 4, 1, 3, 4, 4, 3, 4, 0, 5, 1, 1, 4, 1, 3, 4, 1, 6, 3, 6, 6, 6, 4, 2, 1, 2, 3, 7, 6, 7, 4, 0, 2, 0, 3, 4, 3, 4, 2, 6, 3, 6, 4, 4, 2, 4, 1, 2, 3, 2, 4, 1, 3, 5, 2, 6, 1, 5, 2, 2, 6, 2, 5, 6, 4, 7, 5, 1, 7, 3, 6, 5, 1, 4, 2, 5, 5, 5, 4, 7, 5, 6, 5]",89,104,33,30,2547
Black,39,"[1, 7, 0, 5, 2, 1, 2, 3, 0, 5, 1, 7, 1, 1, 1, 3, 1, 7, 2, 5, 5, 1, 5, 2, 4, 6, 4, 5, 6, 1, 6, 2, 7, 6, 7, 5, 4, 1, 5, 2, 7, 7, 7, 6, 4, 0, 4, 1, 5, 6, 5, 5, 4, 1, 5, 1, 7, 5, 7, 4, 5, 2, 5, 3, 2, 5, 3, 3, 6, 0, 7, 2, 6, 7, 7, 5, 7, 0, 6, 0, 3, 3, 2, 5, 5, 1, 4, 1, 2, 5, 1, 7, 7, 2, 6, 4, 0, 6, 0, 4, 6, 4, 5, 6, 7, 5, 6, 7, 4, 1, 5, 1, 1, 7, 0, 5, 3, 0, 4, 1, 4, 7, 5, 6, 4, 1, 4, 4, 3, 7, 4, 6, 2, 3, 2, 4, 3, 6, 3, 5, 4, 4, 3, 3, 7, 4, 7, 3, 6, 2, 5, 3, 0, 4, 1, 3, 3, 3, 1, 3, 1, 6, 1, 5, 5, 0, 0, 5, 1, 5, 2, 4, 1, 3, 1, 5, 2, 6, 3, 5, 5, 1, 5, 2, 0, 7, 0, 5, 2, 0, 0, 2, 4, 6, 0, 6, 0, 2, 2, 0, 6, 7, 7, 5, 6, 0, 6, 3, 0, 6, 4, 6, 1, 0, 2, 2, 6, 6, 5, 5, 3, 1, 2, 2, 4, 6, 3, 6, 6, 3, 6, 2, 0, 5, 0, 2, 0, 0, 1, 0, 0, 2, 0, 7, 1, 5, 1, 7, 7, 6, 7, 7, 5, 2, 4, 3, 5, 6, 4, 6, 7, 1, 7, 2, 0, 7, 0, 1, 2, 0, 4, 2, 0, 1, 5, 1, 1, 0, 1, 3, 3, 6, 4, 7, 6, 2, 6, 6, 4, 6, 3, 7, 4, 3, 3, 4, 7, 5, 6, 7, 1, 7, 1, 6, 5, 1, 7, 1, 1, 6, 1, 5]",115,125,34,30,2560
White,24,"[0, 6, 0, 4, 4, 1, 4, 2, 1, 7, 0, 5, 5, 0, 1, 4, 0, 7, 0, 6, 1, 0, 0, 2, 4, 6, 4, 5, 2, 1, 2, 3, 5, 7, 3, 5, 3, 1, 4, 2, 3, 7, 6, 4, 7, 1, 7, 3, 0, 5, 1, 3, 2, 3, 1, 4, 6, 4, 4, 2, 4, 0, 5, 0, 0, 6, 0, 7, 7, 3, 7, 4, 0, 4, 0, 3, 1, 4, 1, 5, 4, 2, 4, 3, 6, 0, 5, 2, 4, 7, 5, 7, 5, 2, 4, 4, 0, 7, 0, 6, 7, 0, 6, 0, 3, 6, 4, 5, 2, 0, 6, 4, 1, 6, 1, 4, 4, 4, 2, 5, 1, 3, 2, 5, 3, 0, 1, 0, 2, 7, 0, 5, 6, 4, 3, 7, 2, 5, 0, 4, 3, 7, 7, 3, 4, 3, 2, 1, 1, 0, 4, 0, 2, 1, 3, 0, 1, 5, 2, 6, 5, 6, 4, 5, 7, 3, 4, 6, 1, 4, 1, 3, 0, 2, 1, 0, 0, 6, 2, 6, 4, 0, 4, 5, 6, 7, 4, 6]",74,62,34,31,2636
White,17,"[0, 6, 0, 5, 7, 1, 7, 3, 2, 6, 2, 4, 6, 0, 5, 2, 0, 7, 0, 6, 1, 0, 2, 2, 0, 5, 0, 4, 0, 1, 0, 3, 3, 7, 2, 6, 1, 1, 1, 2, 1, 7, 2, 5, 2, 2, 0, 1, 1, 6, 1, 5, 7, 0, 7, 2, 2, 6, 6, 2, 6, 1, 7, 2, 6, 6, 6, 4, 2, 0, 1, 1, 3, 6, 3, 4, 2, 1, 2, 2, 0, 6, 0, 5, 0, 1, 1, 3, 6, 2, 6, 1, 1, 3, 2, 1, 5, 7, 6, 6, 1, 1, 0, 2, 2, 7, 5, 4, 5, 2, 3, 3, 6, 6, 5, 5, 5, 1, 5, 3, 5, 4, 4, 3, 0, 2, 2, 0, 6, 1, 6, 2]",143,105,34,32,2661
White,42,"[7, 6, 7, 5, 6, 0, 7, 2, 5, 6, 5, 4, 5, 1, 5, 3, 1, 7, 0, 5, 1, 0, 2, 2, 4, 6, 4, 5, 6, 1, 6, 2, 6, 7, 4, 6, 3, 1, 3, 2, 6, 6, 6, 4, 7, 2, 6, 0, 0, 5, 1, 7, 4, 1, 4, 2, 7, 5, 7, 4, 6, 0, 4, 1, 1, 6, 1, 5, 7, 0, 6, 0, 7, 4, 7, 3, 4, 2, 5, 3, 0, 6, 0, 4, 0, 1, 0, 3, 4, 5, 4, 4, 2, 0, 3, 1, 6, 4, 5, 3, 3, 2, 3, 3, 7, 3, 7, 2, 6, 2, 5, 3, 0, 7, 0, 5, 5, 0, 7, 2, 4, 6, 6, 5, 6, 0, 6, 1, 2, 7, 1, 6, 2, 2, 4, 3, 5, 7, 4, 6, 6, 1, 6, 0, 2, 6, 1, 5, 0, 0, 0, 1, 1, 6, 4, 3, 3, 0, 0, 0, 5, 4, 4, 3, 6, 0, 7, 0, 3, 7, 2, 7, 0, 0, 2, 0, 3, 6, 3, 4, 4, 1, 2, 2, 2, 7, 4, 5, 3, 3, 4, 4, 1, 7, 3, 6, 2, 2, 1, 4, 1, 5, 0, 4, 1, 1, 1, 2, 4, 5, 3, 5, 1, 4, 3, 3, 3, 6, 2, 4, 7, 2, 5, 4, 7, 7, 7, 6, 5, 3, 4, 4, 2, 4, 3, 2, 4, 0, 5, 0, 4, 7, 5, 6, 0, 1, 0, 2, 3, 5, 5, 5, 5, 0, 6, 0, 3, 2, 4, 4, 2, 0, 1, 0, 4, 3, 4, 2, 3, 3, 5, 2, 6, 5, 7, 7, 1, 0, 4, 0, 5, 5, 5, 4, 4, 0, 4, 2, 0, 5, 5, 5, 5, 2, 4, 4, 5, 6, 4, 5, 4, 2, 2, 4, 4, 5, 4, 4, 2, 4, 3, 3, 4, 4, 4, 5, 3, 3, 3, 2, 3, 4, 3, 3, 3, 1, 0, 4, 5, 4, 5, 1]",200,160,34,33,2685
Black,36,"[6, 7, 7, 5, 1, 0, 0, 2, 5, 6, 5, 5, 6, 1, 6, 3, 5, 5, 5, 4, 0, 2, 1, 0, 1, 7, 2, 5, 1, 0, 0, 2, 0, 7, 1, 7, 5, 1, 5, 3, 7, 7, 6, 7, 1, 1, 0, 2, 1, 6, 1, 4, 0, 0, 1, 0, 0, 6, 0, 4, 4, 1, 4, 2, 2, 6, 2, 4, 5, 0, 1, 4, 7, 5, 6, 3, 4, 0, 4, 1, 2, 5, 3, 3, 4, 2, 3, 3, 6, 3, 4, 2, 4, 1, 4, 2, 7, 6, 7, 4, 2, 0, 1, 1, 4, 6, 4, 4, 2, 1, 2, 2, 1, 7, 1, 6, 0, 2, 0, 3, 4, 7, 4, 6, 3, 3, 4, 4, 6, 7, 7, 7, 3, 0, 4, 0, 7, 7, 7, 6, 4, 0, 5, 1, 3, 7, 1, 5, 6, 0, 7, 2, 4, 6, 3, 5, 7, 2, 6, 0, 6, 6, 6, 4, 4, 2, 4, 1, 1, 5, 3, 7, 4, 4, 4, 5, 2, 4, 2, 3, 5, 1, 6, 2, 7, 6, 6, 6, 1, 0, 5, 0, 3, 5, 4, 4, 7, 1, 7, 3, 5, 7, 0, 2, 3, 1, 3, 2, 6, 6, 6, 5, 4, 1, 5, 2, 3, 6, 3, 5, 5, 2, 6, 1, 3, 7, 1, 5, 5, 0, 4, 0, 1, 5, 4, 2, 6, 0, 5, 2, 4, 4, 4, 3, 1, 1, 0, 2, 6, 5, 6, 6, 0, 2, 2, 0, 6, 6, 6, 7, 6, 2, 5, 1, 4, 3, 3, 2, 6, 1, 6, 0, 6, 7, 3, 7, 4, 5, 4, 6, 3, 5, 3, 4, 4, 0, 4, 2]",68,63,35,33,2732
Black,12,"[1, 6, 1, 4, 6, 0, 5, 2, 6, 6, 6, 4, 2, 1, 2, 2, 1, 7, 0, 5, 3, 0, 1, 2, 4, 6, 4, 5, 1, 2, 0, 2, 5, 7, 6, 6, 5, 2, 4, 4, 6, 4, 6, 3, 7, 0, 6, 0, 6, 7, 5, 5, 4, 4, 6, 3, 2, 6, 2, 5, 1, 1, 2, 2, 5, 6, 5, 4, 6, 3, 7, 5, 0, 7, 1, 7, 7, 5, 6, 7, 3, 7, 2, 6, 6, 1, 6, 3, 1, 7, 1, 5, 0, 2, 4, 6]",77,71,36,33,2738
Black,35,"[3, 6, 3, 4, 1, 1, 1, 3, 2, 7, 3, 6, 7, 1, 7, 2, 3, 6, 1, 4, 4, 1, 4, 3, 3, 7, 3, 5, 6, 1, 7, 2, 1, 7, 3, 6, 1, 0, 0, 2, 4, 6, 4, 5, 5, 0, 6, 1, 3, 6, 1, 7, 3, 1, 3, 2, 1, 4, 3, 6, 7, 0, 7, 1, 3, 5, 2, 4, 5, 1, 5, 3, 6, 6, 6, 5, 7, 2, 7, 3, 6, 7, 7, 5, 3, 0, 6, 3, 2, 4, 1, 5, 6, 0, 5, 2, 7, 6, 7, 4, 7, 1, 7, 0, 1, 7, 2, 5, 5, 2, 3, 3, 7, 5, 6, 7, 0, 2, 1, 4, 1, 5, 0, 4, 2, 0, 3, 1, 0, 7, 3, 7, 4, 0, 5, 1, 0, 4, 0, 2, 5, 3, 5, 4, 0, 2, 2, 2, 0, 1, 0, 2, 6, 7, 7, 5, 3, 3, 5, 2, 2, 5, 1, 3, 6, 3, 6, 2, 5, 6, 4, 5, 5, 2, 3, 3, 2, 2, 3, 2, 6, 2, 7, 2, 0, 6, 0, 5, 7, 2, 6, 2, 3, 2, 4, 3, 6, 2, 3, 5, 4, 3, 4, 1, 5, 1, 6, 2, 1, 3, 3, 2, 7, 0, 7, 2, 7, 5, 6, 3, 5, 4, 7, 5, 3, 2, 5, 1, 3, 5, 2, 4, 5, 7, 4, 6, 3, 1, 1, 3, 4, 6, 7, 3, 7, 2, 7, 3, 5, 1, 3, 0, 1, 4, 0, 6, 6, 3, 7, 5, 2, 1, 2, 3, 7, 5, 6, 3, 3, 3, 4, 5, 7, 7, 5, 7, 2, 4, 4, 6]",162,144,37,33,2778
Black,30,"[1, 7, 0, 5, 7, 1, 7, 3, 6, 6, 6, 5, 6, 1, 6, 3, 1, 6, 1, 5, 3, 1, 3, 3, 5, 6, 6, 5, 7, 0, 7, 2, 7, 6, 6, 5, 3, 3, 3, 4, 4, 6, 4, 5, 3, 4, 3, 5, 6, 7, 4, 6, 0, 1, 0, 2, 2, 6, 2, 4, 4, 0, 3, 1, 7, 7, 6, 7, 6, 3, 6, 4, 2, 7, 1, 6, 3, 1, 4, 0, 1, 6, 3, 4, 7, 3, 6, 4, 2, 4, 2, 3, 1, 1, 1, 3, 0, 7, 2, 7, 7, 2, 7, 0, 2, 7, 0, 7, 0, 2, 1, 3, 5, 7, 6, 6, 3, 5, 4, 6, 4, 7, 5, 7, 1, 0, 3, 1, 6, 6, 3, 3, 7, 0, 7, 5, 0, 7, 1, 7, 4, 6, 3, 7, 5, 7, 5, 6, 0, 0, 0, 5, 0, 6, 1, 5, 3, 1, 5, 2, 3, 3, 0, 0, 7, 5, 6, 5, 3, 6, 3, 5, 3, 7, 3, 6, 5, 6, 5, 7, 2, 0, 5, 3, 1, 7, 4, 7, 3, 6, 1, 6, 4, 5, 4, 4, 6, 5, 5, 5, 3, 4, 5, 6, 1, 3, 1, 4, 3, 5, 3, 4, 5, 2, 7, 1, 4, 7, 3, 7, 0, 5, 0, 7, 5, 7, 4, 7, 3, 0, 3, 4, 5, 6, 7, 4, 0, 7, 3, 7]",17,15,38,33,2808
White,50,"[6, 6, 6, 5, 3, 1, 3, 2, 1, 6, 1, 4, 4, 1, 4, 2, 1, 4, 1, 3, 2, 1, 2, 3, 4, 6, 4, 4, 4, 2, 4, 3, 5, 7, 6, 6, 3, 2, 4, 3, 7, 6, 6, 5, 3, 0, 3, 4, 2, 7, 1, 6, 6, 0, 4, 1, 3, 7, 6, 4, 3, 4, 1, 4, 6, 4, 7, 5, 1, 0, 2, 2, 6, 7, 5, 5, 1, 4, 3, 6, 4, 7, 3, 6, 2, 2, 0, 3, 3, 6, 4, 5, 2, 0, 7, 5, 5, 5, 3, 4, 4, 3, 3, 4, 5, 6, 6, 5, 7, 5, 6, 6, 7, 7, 6, 7, 2, 3, 2, 4, 4, 5, 5, 4, 6, 6, 7, 5, 6, 7, 3, 7, 7, 1, 7, 3, 3, 7, 7, 7, 2, 4, 4, 5, 7, 7, 3, 7, 4, 1, 6, 2, 5, 4, 4, 4, 5, 1, 6, 2, 4, 4, 5, 4, 6, 2, 6, 3, 3, 7, 6, 7, 7, 5, 3, 1, 5, 4, 4, 3, 5, 0, 1, 4, 2, 6, 2, 5, 7, 0, 7, 2, 0, 6, 0, 5, 7, 2, 7, 1, 2, 5, 3, 4, 0, 1, 0, 2, 6, 7, 6, 6, 4, 0, 5, 0, 1, 3, 0, 2, 5, 0, 5, 1, 4, 3, 4, 4, 0, 0, 7, 0, 6, 6, 6, 7, 1, 4, 3, 2, 1, 6, 2, 7, 3, 1, 1, 3, 0, 2, 1, 1, 7, 0, 6, 0, 6, 7, 4, 7, 5, 1, 4, 2, 4, 4, 3, 3, 3, 2, 4, 1, 2, 7, 1, 6, 4, 2, 3, 1, 0, 5, 0, 4, 4, 1, 5, 0, 4, 7, 5, 7, 1, 3, 4, 6, 5, 7, 5, 6, 4, 6, 3, 7, 5, 6, 5, 1, 3, 1, 2, 0, 1, 6, 2, 7, 0, 3, 1, 5, 0, 4, 0, 3, 6, 0, 7, 0, 5, 1, 5, 3, 1, 5, 2, 3, 2, 7, 0, 5, 4, 5, 4, 6, 5, 3, 5, 7, 4, 6, 4, 7, 0, 5, 2, 7, 3, 7, 0, 4, 0, 7, 0, 4, 4, 7, 3, 7, 5, 7, 5, 1, 3, 7, 4, 6, 3, 4, 2, 3, 6, 1, 6, 2, 2, 7, 5, 4, 4, 6, 6, 4, 1, 1, 1, 0]",137,122,38,34,2857
White,40,"[3, 6, 3, 4, 3, 1, 3, 3, 2, 6, 2, 4, 1, 0, 2, 2, 1, 7, 2, 5, 2, 2, 3, 4, 2, 5, 3, 3, 3, 4, 5, 5, 4, 6, 5, 5, 2, 0, 6, 4, 3, 3, 1, 2, 3, 0, 3, 3, 5, 7, 3, 5, 1, 1, 1, 3, 0, 6, 0, 5, 6, 4, 5, 5, 2, 7, 7, 2, 3, 3, 4, 2, 3, 7, 4, 6, 0, 0, 3, 0, 7, 2, 2, 7, 3, 0, 3, 2, 6, 6, 6, 4, 4, 2, 6, 4, 2, 7, 5, 4, 5, 1, 5, 3, 5, 4, 2, 7, 3, 2, 5, 2, 3, 5, 2, 6, 6, 4, 7, 4, 4, 6, 4, 4, 5, 5, 7, 3, 6, 7, 4, 6, 7, 4, 6, 5, 4, 4, 5, 4, 6, 1, 5, 2, 0, 7, 0, 6, 4, 0, 5, 1, 4, 6, 6, 7, 7, 3, 4, 6, 2, 6, 1, 7, 2, 1, 2, 2, 5, 4, 7, 4, 6, 5, 5, 4, 2, 4, 2, 3, 5, 4, 4, 5, 1, 2, 0, 4, 4, 5, 2, 5, 1, 6, 2, 5, 4, 6, 5, 5, 0, 6, 0, 7, 4, 1, 5, 2, 4, 7, 5, 7, 5, 5, 4, 4, 2, 3, 1, 2, 4, 4, 7, 7, 7, 4, 6, 3, 7, 7, 6, 6, 5, 7, 6, 6, 5, 1, 4, 2, 6, 3, 6, 4, 6, 0, 4, 1, 6, 6, 6, 5, 4, 2, 3, 3, 0, 4, 2, 3, 4, 1, 6, 0, 6, 4, 2, 4, 3, 3, 4, 3, 2, 3, 0, 4, 5, 0, 3, 2, 6, 5, 5, 4, 0, 1, 0, 3, 2, 4, 1, 5, 4, 3, 4, 2, 6, 7, 5, 5, 4, 2, 3, 3, 1, 2, 1, 1, 6, 0, 7, 2, 5, 4, 4, 4]",8,5,38,35,2902
White,3,"[3, 6, 3, 5, 5, 1, 5, 3, 4, 6, 3, 5, 6, 1, 6, 3, 3, 7, 7, 3]",124,131,38,36,2962
